Time,!a,!b,!c
46991.2047038334,100,7,0
47014.8690532286,99,7,0
47038.8391474231,100,7,0
47061.2487639059,100,7,0
47081.6179941552,101,7,0
47103.9309311526,97,7,0
47124.0568836267,94,6,0
47146.581306661,97,6,0
47168.404206823,95,6,0
47190.2994818944,95,6,0
47213.0120544756,94,6,0
47233.0964565797,97,5,0
47260.4746010798,98,5,0
47288.4401138016,95,5,0
47312.9489871564,97,5,0
47334.5612084808,94,5,0
47359.8198439215,97,5,0
47380.5864115825,98,5,0
47401.1398443171,99,5,0
47428.8774720623,99,5,0
47449.3917966928,93,5,0
47475.4951837647,93,5,0
47502.1765483045,94,5,0
47523.3827442892,95,5,0
47558.2461071399,94,5,0
47583.4694658344,93,5,0
47611.2819170086,92,5,0
47639.7815738635,93,5,0
47664.7806985057,94,4,0
47688.5332847862,93,4,0
47709.3965275213,92,4,0
47740.3804650035,89,4,0
47773.5709458056,92,4,0
47795.3655348416,93,4,0
47819.4196538594,92,3,0
47840.7731347299,92,3,0
47868.9978667228,91,3,0
47893.7444490765,93,3,0
47918.3734031575,93,3,0
47947.4632381893,90,3,0
47968.1855414595,88,3,0
47996.7757076231,88,2,0
48017.8979338842,88,2,0
48057.0696718963,88,2,0
48078.6190516228,88,2,0
48099.2610415637,88,2,0
48123.0859757258,91,2,0
48151.1107328187,91,1,0
48171.6448837442,92,1,0
48195.8703164327,91,1,0
48254.7792601595,90,1,0
48279.3629676748,88,1,0
48300.9539538904,87,1,0
48326.2457505196,86,1,0
48348.2083625104,86,1,0
48369.5517931441,84,1,0
48391.7396205379,83,1,0
48418.9513578314,81,1,0
48442.2904885763,82,1,0
48464.759651019,81,1,0
48488.2500755503,80,1,0
48517.8735188215,79,1,0
48542.063942921,81,1,0
48563.1884205915,87,1,0
48586.482468249,86,1,0
48608.311484733,88,1,0
48629.024739906,87,1,0
48659.6507473855,89,1,0
48700.0942783049,91,1,0
48723.8309015845,93,1,0
48745.9254344533,93,1,0
48775.0986865978,93,1,0
48800.340259613,89,1,0
48825.3209075964,92,1,0
48862.6372340755,98,1,0
48883.8414811552,100,1,0
48906.4398766452,100,1,0
48930.5308869592,101,1,0
48954.1797249789,101,1,0
48981.11449872,101,1,0
49005.6252674875,102,1,0
49026.322570693,104,1,0
49051.8818289823,103,1,0
49087.4198722805,103,1,0
49109.8291309914,106,1,0
49130.0599694588,106,1,0
49151.4569618442,104,1,0
49173.3257450289,102,1,0
49196.4771379201,102,1,0
49218.0226247683,102,1,0
49239.5901769077,107,1,0
49262.1747358898,108,1,0
49287.2542741191,107,1,0
49311.6805784411,106,1,0
49337.171126364,101,1,0
49360.946889844,103,1,0
49382.6075255568,102,1,0
49404.4799768071,101,1,0
49433.9537315937,102,1,0
49455.7166838876,101,1,0
49481.8377677903,100,1,0
49504.9285892853,100,1,0
49525.2536137755,99,1,0
49549.8911194541,98,1,0
49576.3429491383,98,1,0
49596.7234302294,98,1,0
49619.6940672861,99,1,0
49657.5078894832,102,1,0
49683.483899046,103,1,0
49705.2040895084,102,1,0
49729.1219125663,102,1,0
49751.4155152716,101,1,0
49771.9586476654,97,1,0
49793.2308145523,97,1,0
49813.3298326571,98,1,0
49833.409523552,96,1,0
49854.9450754842,98,1,0
49896.9787892817,98,1,0
49923.8528091136,101,1,0
49951.8265642381,100,1,0
49990.1346499864,98,1,0
50010.8131695399,100,1,0
50038.6976396932,99,1,0
50063.6738500504,99,1,0
50084.4805065552,100,1,0
50107.711211134,97,1,0
50135.9300072749,94,1,0
50165.0438539489,95,1,0
50186.3810245957,95,1,0
50213.1505280376,95,1,0
50235.806010522,94,1,0
50268.928655631,93,1,0
50293.6237449948,94,1,0
50314.8721009041,91,1,0
50336.7491443709,95,1,0
50360.4566950466,97,1,0
50382.0988132157,94,1,0
50403.3382198369,91,1,0
50427.6876852292,91,1,0
50456.5096099725,91,1,0
50477.5644450076,94,1,0
50501.4623419793,92,1,0
50522.7991149566,92,1,0
50552.3212359681,90,1,0
50576.9145566316,89,1,0
50601.9357281382,89,1,0
50626.8727960198,90,1,0
50647.1433798649,90,1,0
50682.4788756716,90,1,0
50704.5660521498,91,1,0
50725.4011893644,92,1,0
50749.3569377407,94,1,0
50778.2615665361,95,1,0
50800.809482115,93,1,0
50825.9956117368,94,1,0
50851.4228746018,95,1,0
50871.6586563292,95,0,0
50898.7068582115,93,0,0
50919.779507549,95,0,0
50947.2237579943,96,0,0
50973.1413418719,97,0,0
50994.6865313474,97,0,0
51018.5703455244,95,0,0
51049.6927282055,93,0,0
51077.4068942262,92,0,0
51097.4957279139,93,0,0
51120.7934630209,91,0,0
51146.4597740254,92,0,0
51169.1484271755,89,0,0
51192.4763029752,92,0,0
51217.6936064621,93,0,0
51239.3052260773,92,0,0
51264.4457461958,92,0,0
51285.0645974742,92,0,0
51307.4015644755,88,0,0
51328.3666421646,90,0,0
51350.4723442261,87,0,0
51372.7740815732,83,0,0
51397.409020208,83,0,0
51417.5099165047,84,0,0
51457.6391612093,84,0,0
51480.7670230781,86,0,0
51517.1138119806,87,0,0
51539.4141900138,89,0,0
51574.0517759642,90,0,0
51604.2663787443,92,0,0
51624.6101649081,92,0,0
51645.411077788,96,0,0
51671.4293845717,96,0,0
51691.4706701165,95,0,0
51712.9131185548,95,0,0
51733.5434173344,94,0,0
51754.9660299213,94,0,0
51775.263490934,95,0,0
51797.4782858445,95,0,0
51819.9450971033,93,0,0
51840.7605460777,94,0,0
51867.4635176342,99,0,0
51888.8360118474,101,0,0
51910.0441145347,98,0,0
51931.2697244388,102,0,0
51953.5552203293,102,0,0
51973.9164285572,102,0,0
51993.9814237679,102,0,0
52018.1236499377,103,0,0
52042.2592022238,104,0,0
52063.8800352474,107,0,0
52086.8976157684,108,0,0
52109.4387480423,109,0,0
52130.6159860634,107,0,0
52158.5804933368,108,0,0
52179.7704215731,107,0,0
52201.268679303,108,0,0
52225.488793583,109,0,0
52245.688927465,112,0,0
52267.2014025332,108,0,0
52291.0001976526,104,0,0
52311.1859030177,103,0,0
52342.5197331898,102,0,0
52374.8736733231,97,0,0
52411.127324253,96,0,0
52433.3194059855,102,0,0
52459.3262266518,101,0,0
52479.7133941114,100,0,0
52504.2983969104,98,0,0
52529.058582726,97,0,0
52562.5026070198,97,0,0
52582.6861273372,98,0,0
52612.3341116662,96,0,0
52633.0041408565,97,0,0
52653.96723068,96,0,0
52685.6919823124,95,0,0
52717.9354690004,95,0,0
52747.1110453516,96,0,0
52767.7911715193,96,0,0
52787.9612647937,96,0,0
52823.2997571585,94,0,0
52864.9987115275,96,0,0
52891.0863471443,95,0,0
52919.3760002538,93,0,0
52939.4952983671,92,0,0
52960.7070208572,92,0,0
52985.6418238054,91,0,0
53009.5593093282,89,0,0
53045.1023244916,87,0,0
53065.5791078378,84,0,0
53087.7864523168,86,0,0
53112.8430174768,85,0,0
53133.6259520452,86,0,0
53168.2171532783,87,0,0
53202.7392510674,94,0,0
53228.8625788385,95,0,0
53249.9799843881,91,0,0
53272.9956351873,89,0,0
53302.6087367421,92,0,0
53330.2174970685,89,0,0
53354.4857501191,90,0,0
53380.2123447909,92,0,0
53405.5188810524,91,0,0
53427.7144788764,91,0,0
53456.6263004957,93,0,0
53483.9382055364,92,0,0
53512.1574203205,90,0,0
53535.6808615438,88,0,0
53557.3805269277,88,0,0
53578.7969656102,91,0,0
53607.1684662582,89,0,0
53629.0444981086,95,0,0
53663.0246320177,92,0,0
53685.2151645105,94,0,0
53717.6055259809,92,0,0
53740.4473474916,92,0,0
53762.8111807587,93,0,0
53784.2957852879,93,0,0
53808.7299527039,92,0,0
53836.4186869953,92,0,0
53857.5868061675,94,0,0
53880.8104758766,96,0,0
53901.9896021232,100,0,0
53933.152076212,98,0,0
53954.0900230735,99,0,0
53974.3133135819,98,0,0
53994.8075650071,103,0,0
54018.4523092744,101,0,0
54044.341609919,100,0,0
54068.0226668399,97,0,0
54088.4807806877,102,0,0
54109.9354682105,104,0,0
54130.034616434,106,0,0
54155.2855317902,106,0,0
54175.4031443905,108,0,0
54198.9665680068,105,0,0
54220.831816448,106,0,0
54241.7190279005,107,0,0
54271.4954941583,108,0,0
54293.2889368639,106,0,0
54316.0266987514,102,0,0
54348.5952734515,101,0,0
54369.6179125411,99,0,0
54393.0567977145,99,0,0
54417.2719393249,98,0,0
54439.569570199,99,0,0
54461.4325846669,98,0,0
54491.3812255366,97,0,0
54518.9079174102,98,0,0
54544.2964398438,98,0,0
54573.9134036985,97,0,0
54602.9352289612,96,0,0
54623.0719948557,97,0,0
54645.3182902152,94,0,0
54668.1031605344,92,0,0
54705.1035169278,91,0,0
54740.1127909677,91,0,0
54762.7799094223,89,0,0
54785.4027850936,90,0,0
54809.085524833,92,0,0
54848.9284245544,86,0,0
54882.0337686358,88,0,0
54909.8650490074,89,0,0
54940.9994672071,92,0,0
54964.4707460712,95,0,0
54991.2516320963,96,0,0
55017.6145475886,95,0,0
55038.7260721795,97,0,0
55064.4987349549,97,0,0
55087.6415406946,92,0,0
55112.4145032591,93,0,0
55133.2443345077,90,0,0
55153.6955901091,91,0,0
55176.7908912031,92,0,0
55215.5845041621,92,0,0
55241.1411591836,92,0,0
55270.5846369814,93,0,0
55297.1989918379,93,0,0
55318.6759550736,94,0,0
55355.7419929497,94,0,0
55378.5981681197,92,0,0
55404.0958707641,92,0,0
55442.2659671183,98,0,0
55462.3174376141,96,0,0
55484.545953747,96,0,0
55513.4570420517,97,0,0
55535.4500065713,96,0,0
55556.2133561683,97,0,0
55582.2815627087,97,0,0
55603.0172360261,97,0,0
55632.5095205188,97,0,0
55653.3674546296,95,0,0
55674.4958947688,90,0,0
55696.0241075933,94,0,0
55719.6472430938,97,0,0
55758.5723008993,99,0,0
55780.1755411005,100,0,0
55801.676673514,102,0,0
55822.5954981988,103,0,0
55857.5708675873,102,0,0
55880.8238138835,102,0,0
55907.8904706639,102,0,0
55937.4968044607,104,0,0
55974.8913299606,105,0,0
55997.2070410355,103,0,3
56024.1881451768,99,0,7
56045.2223093255,99,0,10
56068.1187673726,96,0,9
56089.0946479113,95,0,11
56115.0844578194,92,0,13
56138.2728014177,91,0,16
56158.8744170644,89,0,18
56197.230525051,86,0,22
56221.4750162946,85,0,21
56252.3366353166,83,0,23
56273.3700990951,82,0,28
56297.4913102846,82,0,29
56319.844223709,80,0,30
56343.4071536069,78,0,33
56364.6113353308,77,0,32
56384.658173252,74,0,34
56406.9345178943,72,0,36
56429.6759596429,71,0,35
56456.365213447,69,0,37
56482.8079827164,69,0,42
56505.290676035,68,0,46
56531.6863572196,67,0,47
56556.7209751807,66,0,48
56577.4738772012,64,0,47
56620.8181949086,62,0,46
56650.6549057623,62,0,43
56670.6597645533,61,0,42
56720.8228230167,58,0,40
56747.8013156216,56,0,43
56769.1808050211,54,0,45
56795.0088610892,49,0,46
56816.2490883053,49,0,47
56841.4802811135,49,0,51
56863.6012351076,48,0,50
56895.312693531,48,0,48
56921.2163552648,48,0,49
56941.8550718411,46,0,49
56961.9204800037,45,0,53
56983.3375794331,44,0,56
57004.341354976,43,0,58
57037.4792488601,43,0,57
57058.6712533385,43,0,59
57091.1004856412,43,0,59
57121.6674667664,42,0,59
57145.9704620136,41,0,57
57184.5105208143,40,0,57
57206.1436155425,38,0,58
57229.4134390426,38,0,60
57249.9262998931,38,0,60
57279.132487823,37,0,61
57302.1667998501,37,0,62
57322.5738083645,37,0,64
57346.2958765229,37,0,65
57373.0758588414,37,0,66
57396.4960357718,37,0,71
57418.568750626,36,0,70
57439.6566333822,36,0,71
57463.1380152428,34,0,72
57487.7429894834,31,0,73
57516.5316184099,30,0,76
57540.9849848942,30,0,77
57573.5257896559,30,0,75
57601.6289918379,30,0,75
57622.766622174,30,0,79
57644.5105862001,30,0,77
57686.775135941,28,0,78
57715.554230239,27,0,77
57738.9206555204,27,0,79
57761.3441469242,27,0,83
57785.8905198875,27,0,82
57807.4726669193,27,0,85
57833.7920391288,26,0,87
57863.9700684446,26,0,83
57885.742161774,26,0,85
57917.5728074272,26,0,86
57941.9801767788,26,0,86
57983.734250164,26,0,85
58004.1205667996,24,0,86
58026.7579402519,24,0,86
58049.3271827106,24,0,88
58071.1006362277,22,0,89
58098.5038239113,22,0,89
58122.6265604366,20,0,91
58163.253894096,17,0,91
58183.815502238,17,0,91
58214.2209661347,16,0,89
58234.7277298065,15,0,92
58255.9420763047,15,0,94
58284.0802651124,13,0,99
58313.1993085586,13,0,103
58347.8961659178,13,0,101
58369.741578756,12,0,102
58390.1604147613,11,0,103
58416.4786099607,11,0,105
58436.6724582036,11,0,109
58459.9623141502,11,0,109
58481.4471565986,11,0,113
58502.7209608799,11,0,112
58527.6188474377,11,0,111
58547.7025080734,11,0,112
58573.4977370931,11,0,112
58595.1305022241,11,0,113
58623.4119045217,11,0,116
58644.041996474,10,0,115
58672.824770583,10,0,116
58695.1442673479,10,0,114
58717.666308622,10,0,116
58741.3506910155,9,0,117
58778.0834765729,8,0,120
58799.5732194663,8,0,119
58821.9621515515,7,0,115
58855.0087080516,7,0,112
58877.5301716504,7,0,109
58908.5393682714,7,0,104
58928.6859929784,7,0,107
58949.9908531792,7,0,108
58972.1134039717,7,0,107
58992.2366588207,7,0,106
59015.8562173205,6,0,103
59035.8745616741,6,0,104
59062.9946844216,5,0,102
59092.2554643544,5,0,102
59116.0144517953,5,0,101
59141.0240614833,5,0,103
59164.1812236911,5,0,101
59184.606644636,5,0,102
59216.3348589503,5,0,101
59238.9581423088,5,0,102
59260.3295969565,4,0,99
59283.9186255691,4,0,95
59304.1400239761,4,0,95
59328.1663368596,4,0,94
59355.8370716215,4,0,95
59377.9746120282,4,0,95
59402.4298815899,4,0,93
59432.905196658,4,0,93
59453.1823568799,4,0,94
59473.6571450201,4,0,99
59498.3730284557,4,0,102
59518.4729416447,4,0,101
59545.1874792053,4,0,100
59565.61841932,4,0,103
59590.8242023842,4,0,106
59611.8202388807,4,0,104
59641.3669149866,4,0,101
59661.3728758217,4,0,103
59681.8189753975,4,0,106
59708.4385831148,4,0,107
59728.5868354107,4,0,106
59753.4301892404,4,0,103
59786.3125036951,4,0,100
59819.1212713941,4,0,101
59844.0926298478,4,0,99
59868.721394482,4,0,98
59890.369535581,4,0,100
59913.5587021724,4,0,104
59937.6430604114,4,0,103
59961.7677509469,4,0,103
59987.7016394405,4,0,101
60008.3795794697,3,0,106
60030.6076844389,3,0,104
60055.7284542112,3,0,107
60078.9845026068,3,0,105
60103.2145977308,3,0,104
60124.7883722931,3,0,106
60147.7027481686,3,0,108
60168.0426507636,3,0,109
60197.3258501848,3,0,109
60222.1082016519,3,0,107
60244.3100564965,3,0,108
60269.5318871291,3,0,109
60292.1450214301,3,0,109
60317.0912758561,3,0,106
60338.7860722631,3,0,106
60368.0284513905,3,0,106
60397.6998600325,3,0,106
60421.4729805235,3,0,107
60441.4908887052,3,0,105
60471.6493484943,3,0,106
60495.0766195959,3,0,109
60521.1330224555,2,0,107
60542.8952900041,1,0,107
60563.6912908466,1,0,105
60587.0094597164,1,0,102
60620.5522423892,1,0,104
60643.4154926512,1,0,105
60673.8347698548,1,0,106
60694.884688289,1,0,107
60719.1566840112,1,0,109
60748.0813700229,1,0,112
60770.0736290917,1,0,111
60790.6362809775,1,0,109
60823.1138646182,1,0,109
60843.8018354682,1,0,108
60865.4422824966,1,0,108
60898.2064753966,1,0,104
60921.4232837481,1,0,107
60955.4399675303,1,0,107
60990.5174762648,0,0,108
61012.0899599719,0,0,107
61035.1449713043,0,0,107
61059.7833236338,0,0,106
61084.649340426,0,0,106
61112.9477263154,0,0,108
61144.2812126451,0,0,105
61164.3833953296,0,0,107
61184.4120554865,0,0,107
61210.5701397236,0,0,103
61233.6798852121,0,0,105
61258.2041541314,0,0,108
61282.342000952,0,0,107
61304.8957179776,0,0,108
61328.3961626013,0,0,109
61349.593893613,0,0,109
61370.6888581227,0,0,112
61398.8546213342,0,0,110
61420.6086666603,0,0,109
61442.4727938279,0,0,109
61467.1414202976,0,0,108
61492.1741711187,0,0,106
61512.5595662409,0,0,108
61534.531146934,0,0,111
61556.3754760039,0,0,108
61576.8761186861,0,0,108
61608.224040636,0,0,106
61633.4509154326,0,0,106
61656.0594754991,0,0,103
61690.3362883694,0,0,104
61722.6934651211,0,0,104
61743.6750045678,0,0,105
61768.5194592923,0,0,102
61793.0181447897,0,0,101
61816.8199890058,0,0,101
61845.8738020151,0,0,97
61881.0128565531,0,0,95
61901.7088608275,0,0,93
61926.9654071594,0,0,95
61963.5172408633,0,0,93
61988.6310243975,0,0,95
62023.6511408248,0,0,94
62045.7078952581,0,0,95
62067.9582840656,0,0,88
62093.1321644938,0,0,90
62119.1819312493,0,0,89
62140.3520599871,0,0,88
62185.464615705,0,0,90
62207.1287807716,0,0,90
62246.2798463516,0,0,93
62267.7967200089,0,0,93
62288.937211733,0,0,94
62319.5549712844,0,0,94
62345.3999101618,0,0,94
62368.1873638299,0,0,93
62405.471878104,0,0,97
62425.6315556807,0,0,98
62451.0213570084,0,0,97
62476.0277324122,0,0,96
62499.6203457673,0,0,98
62548.3442720909,0,0,100
62576.2357676929,0,0,99
62606.46020838,0,0,100
62639.2083367492,0,0,97
62660.449568155,0,0,99
62688.0131417931,0,0,99
62709.2078489511,0,0,97
62733.0962629063,0,0,99
62757.9494959576,0,0,97
62781.3767784922,0,0,99
62806.8935370956,0,0,98
62829.0166414212,0,0,100
62850.9793138371,0,0,99
62872.4203340552,0,0,101
62898.6165064795,0,0,101
62925.6712709137,0,0,105
62952.639110355,0,0,101
62974.9746279824,0,0,103
63000.6885361673,0,0,105
63022.9821210694,0,0,106
63053.0613222232,0,0,107
63073.4071575586,0,0,105
63093.5041882796,0,0,107
63117.4482035216,0,0,108
63141.3644927461,0,0,109
63169.75322762,0,0,107
63191.5161444022,0,0,110
63215.8024380347,0,0,110
63238.6626516841,0,0,110
63266.3313834665,0,0,109
63287.7041068675,0,0,112
63311.6299360524,0,0,112
63333.137508887,0,0,110
63363.3400813616,0,0,112
63395.1170754321,0,0,111
63430.1159770541,0,0,115
63459.3129216815,0,0,112
63482.0607891753,0,0,114
63506.0917345326,0,0,115
63526.9243984117,0,0,117
63552.8187736765,0,0,114
63576.2412376259,0,0,115
63599.5405629601,0,0,114
63623.8751357639,0,0,113
63659.025800188,0,0,116
63681.7354125881,0,0,117
63702.4125373708,0,0,117
63727.6192436059,0,0,115
63750.1046067725,0,0,112
63781.951531753,0,0,111
63806.7394545545,0,0,114
63828.357763499,0,0,114
63849.2647328291,0,0,112
63870.9652993081,0,0,111
63895.2382278688,0,0,112
63919.1758002976,0,0,109
63941.5445154553,0,0,109
63968.2079330677,0,0,113
64000.7273002975,0,0,111
64020.9877851998,0,0,112
64042.256998949,0,0,114
64071.4181575668,0,0,112
64092.1689944288,0,0,111
64125.2241136077,0,0,110
64149.5713514194,0,0,107
64169.5855054719,0,0,105
64189.6022751171,0,0,104
64211.3372446603,0,0,106
64233.1274548853,0,0,103
64254.3456796812,0,0,103
64275.1239808503,0,0,104
64303.5963610443,0,0,102
64329.0665721838,0,0,104
64358.5090483008,0,0,103
64380.8960768392,0,0,103
64403.8131731468,0,0,100
64425.1240007138,0,0,99
64447.0796925676,0,0,98
64468.7504193987,0,0,98
64497.5954291131,0,0,96
64518.1439778704,0,0,98
64538.2172607256,0,0,99
64560.9336889915,0,0,99
64583.6709945431,0,0,107
64603.6982307492,0,0,106
64627.5019382025,0,0,105
64655.9084523367,0,0,105
64690.7864929298,0,0,105
64713.9163819046,0,0,105
64753.1342304759,0,0,106
64787.50008956,0,0,105
64816.0548747438,0,0,106
64840.1450746279,0,0,107
64863.5534069214,0,0,109
64909.1729255823,0,0,109
64937.1785684732,0,0,107
64963.3126334926,0,0,107
64986.1861751927,0,0,101
65027.7097882095,0,0,102
65048.7624005256,0,0,101
65071.8596551868,0,0,96
65101.8211920481,0,0,93
65137.4654017911,0,0,95
65166.7590925689,0,0,94
65193.7987646737,0,0,96
65224.7668415284,0,0,97
65245.5122200192,0,0,98
65270.7922987622,0,0,100
65291.2117315865,0,0,100
65314.0868275536,0,0,101
65337.184711787,0,0,100
65362.8506131337,0,0,103
65383.3366825535,0,0,105
65404.0157287062,0,0,104
65437.3850823884,0,0,108
65458.3005477645,0,0,107
65483.4121512357,0,0,108
65504.1183690815,0,0,109
65534.8155394715,0,0,112
65556.5032995548,0,0,110
65586.6456345094,0,0,111
65610.072564536,0,0,109
65635.8577074192,0,0,109
65657.3391093757,0,0,111
65680.3819625866,0,0,106
65702.1890163534,0,0,108
65725.8787372797,0,0,107
65756.5950783892,0,0,108
65777.0825034107,0,0,112
65797.8463296875,0,0,114
65819.189697716,0,0,114
65839.315392063,0,0,110
65863.3349923816,0,0,111
65885.109422564,0,0,109
65910.7899361276,0,0,110
65933.8114206868,0,0,111
65954.8612357696,0,0,115
65978.7847188409,0,0,117
66001.9697947803,0,0,120
66041.5389027024,0,0,118
66067.1267313273,0,0,119
66088.5510494457,0,0,118
66108.571442243,0,0,113
66135.9049989226,0,0,114
66158.3696149838,0,0,112
66194.6861059945,0,0,110
66216.4453028878,0,0,110
66240.0026640719,0,0,108
66264.7663590734,0,0,111
66288.6896375646,0,0,111
66308.8659540562,0,0,114
66329.8078788852,0,0,116
66353.7659653687,0,0,117
66374.0069238954,0,0,115
66399.7544140829,0,0,117
66424.6241650305,0,0,116
66455.7088510682,0,0,117
66480.6313484959,0,0,115
66500.8034537028,0,0,116
66522.2960669076,0,0,115
66555.7502212912,0,0,117
66580.8243982065,0,0,117
66602.0371911215,0,0,117
66634.0161652896,0,0,118
66657.0032861494,0,0,120
66679.0002598816,0,0,120
66699.8172549223,0,0,122
66730.9366925269,0,0,119
66764.1928970612,0,0,120
66804.2848706888,0,0,119
66826.1048717004,0,0,119
66855.0206615125,0,0,115
66877.3378513785,0,0,115
66900.9464601576,0,0,114
66922.8296893253,0,0,114
66949.3972135164,0,0,113
66972.2923052356,0,0,115
66995.942660219,0,0,112
67025.1015399119,0,0,116
67050.1136541057,0,0,114
67072.7826092773,0,0,113
67099.6811826848,0,0,110
67124.2949342645,0,0,111
67148.4005772215,0,0,108
67169.4407308048,0,0,107
67189.6414473508,0,0,107
67211.4918866197,0,0,110
67234.2689288472,0,0,110
67256.5637080612,0,0,112
67280.7595437185,0,0,111
67300.8355779942,0,0,111
67322.2283260061,0,0,117
67344.2016386265,0,0,114
67364.7237166405,0,0,111
67386.1401679483,0,0,109
67412.8791577056,0,0,109
67439.5615430412,0,0,112
67476.3798441531,0,0,112
67497.7425408889,0,0,111
67520.7853028197,0,0,107
67544.3092695438,0,0,104
67568.1365116223,0,0,101
67589.686461118,0,0,100
67613.0563523612,0,0,98
67646.6295024479,0,0,99
67673.1899860474,0,0,98
67695.3934738831,0,0,99
67717.4085762651,0,0,98
67738.3935164565,0,0,94
67763.8575006349,0,0,96
67786.3757921976,0,0,98
67815.2302521009,0,0,99
67837.1187022983,0,0,99
67867.2425837544,0,0,97
67895.2114466379,0,0,94
67938.9202579943,0,0,95
67962.7620045443,0,0,95
67986.2026497096,0,0,91
68007.8479241777,0,0,93
68029.0562983324,0,0,98
68066.4486717216,0,0,97
68087.8902463312,0,0,100
68116.515805243,0,0,99
68150.4808224585,0,0,97
68178.4074229239,0,0,97
68198.6659102712,0,0,102
68222.6963164633,0,0,102
68245.7648771277,0,0,98
68269.5574831258,0,0,97
68295.2053528824,0,0,94
68315.3699327986,0,0,93
68344.6481864271,0,0,93
68370.8116922451,0,0,93
68392.0826733249,0,0,93
68416.1693886231,0,0,92
68445.2351526748,0,0,92
68471.9148485338,0,0,94
68504.8174095891,0,0,96
68526.2755177192,0,0,93
68546.987643391,0,0,94
68575.6540621666,0,0,93
68601.2408090479,0,0,92
68622.3366053205,0,0,94
68642.34767108,0,0,94
68668.5761976901,0,0,91
68693.0360094895,0,0,89
68725.8098148743,0,0,88
68762.439454087,0,0,91
68789.1680088056,0,0,89
68815.6134518391,0,0,90
68840.2255939526,0,0,90
68866.7234657245,0,0,93
68893.926109847,0,0,94
68918.8027362988,0,0,96
68948.1267675467,0,0,94
68973.4615513364,0,0,97
68999.0523449865,0,0,99
69028.0960083518,0,0,98
69051.9874730749,0,0,98
69075.8046944159,0,0,96
69097.5822211291,0,0,94
69129.6204836385,0,0,90
69156.4227669566,0,0,89
69178.6197286816,0,0,91
69209.7631147368,0,0,95
69232.5392176875,0,0,96
69264.509064058,0,0,94
69291.3520564132,0,0,95
69346.5294665245,0,0,92
69378.6562084233,0,0,91
69414.7975318256,0,0,93
69437.3987801318,0,0,89
69463.8829180776,0,0,86
69487.8784981195,0,0,84
69514.5619090329,0,0,86
69576.2016024007,0,0,88
69602.3544757919,0,0,87
69623.3912114627,0,0,90
69644.8017104637,0,0,86
69669.6190429323,0,0,88
69700.3679814604,0,0,91
69728.9505215587,0,0,92
69753.4903745844,0,0,94
69783.0287713513,0,0,95
69809.3396525568,0,0,97
69830.7390049084,0,0,97
69852.6835499959,0,0,98
69873.8887320371,0,0,102
69895.9415167519,0,0,101
69923.7540918804,0,0,98
69948.8908414043,0,0,97
69975.7016211168,0,0,99
70002.3088703337,0,0,96
70023.1357374141,0,0,94
70047.7839774664,0,0,99
70075.8724818496,0,0,98
70096.3665416263,0,0,101
70146.6995580139,0,0,99
70174.3445315247,0,0,98
70200.26997776,0,0,97
70224.0646864398,0,0,98
70245.608351744,0,0,98
70266.9361057396,0,0,98
70288.2433300026,0,0,101
70312.4931539989,0,0,102
70336.9311798457,0,0,103
70361.7380757958,0,0,104
70389.0972071136,0,0,100
70413.2946120115,0,0,99
70440.596230035,0,0,103
70463.2677443033,0,0,101
70498.0349443499,0,0,102
70522.0853383599,0,0,100
70542.4605921108,0,0,99
70564.4320372941,0,0,98
70585.0456048234,0,0,101
70617.9142680929,0,0,99
70647.1358981825,0,0,104
70667.9755149792,0,0,103
70689.8103870985,0,0,103
70711.8598209187,0,0,103
70731.9024321242,0,0,102
70752.6307038501,0,0,104
70773.3453173378,0,0,106
70804.1056098105,0,0,105
70827.2249986419,0,0,107
70849.2696225239,0,0,102
70870.8106223135,0,0,99
70891.4375351325,0,0,100
70912.0532125509,0,0,103
70941.1353655363,0,0,101
70962.8571266684,0,0,99
70986.4641422767,0,0,100
71007.5901340618,0,0,102
71033.2689640461,0,0,107
71058.6988118334,0,0,108
71085.6232060152,0,0,105
71107.0518283734,0,0,108
71128.8181565595,0,0,102
71153.7298651078,0,0,105
71174.3027388732,0,0,103
71207.5543172432,0,0,102
71229.2988793737,0,0,100
71249.5434127347,0,0,98
71270.4643911554,0,0,96
71301.7863380786,0,0,98
71322.5288593723,0,0,100
71350.8574471058,0,0,100
71370.9893368367,0,0,100
71393.1118280854,0,0,101
71413.8175953224,0,0,102
71436.7198257879,0,0,104
71476.3778522302,0,0,103
71499.1498025542,0,0,103
71525.1181870368,0,0,109
71549.962126691,0,0,110
71576.4496978998,0,0,109
71599.8987901648,0,0,107
71622.3112027676,0,0,104
71645.0119695251,0,0,102
71667.7963070974,0,0,106
71691.4943248827,0,0,108
71712.6304250014,0,0,108
71734.8130561896,0,0,108
71756.3984561727,0,0,105
71777.0057883754,0,0,105
71799.0994993451,0,0,109
71820.9378906053,0,0,104
71840.970610088,0,0,102
71861.2542900769,0,0,102
71886.8492125402,0,0,101
71913.3168174585,0,0,102
71933.5065544145,0,0,103
71958.0791342844,0,0,104
71981.2850687622,0,0,104
72006.6311939293,0,0,102
72027.8121238227,0,0,102
72052.6961350861,0,0,102
72077.6753963961,0,0,100
72101.6255445656,0,0,98
72129.2920180127,0,0,100
72159.0319343282,0,0,98
72185.0214135405,0,0,100
72206.4363666556,0,0,99
72230.753548539,0,0,101
72258.0667389841,0,0,102
72278.8240791383,0,0,107
